loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0.998706042766571,0.47093749046325684,0.9278146028518677,0.530468761920929
0.8738754987716675,0.5849529504776001,0.8640656471252441,0.586718738079071
0.8517388701438904,0.5821874737739563,0.7517867684364319,0.638671875
0.8345284461975098,0.5950000286102295,0.876075267791748,0.583203136920929
0.8091932535171509,0.6081249713897705,0.7206056118011475,0.663281261920929
0.7877116203308105,0.6178125143051147,0.8601776957511902,0.5843750238418579
0.7920104265213013,0.6284375190734863,0.7778759002685547,0.6171875
0.7557972073554993,0.6481249928474426,0.8012898564338684,0.650390625
0.7397750020027161,0.6465625166893005,0.8839975595474243,0.6171875
0.7351382374763489,0.6684374809265137,0.7014645338058472,0.65625
0.736113429069519,0.6499999761581421,0.6680874228477478,0.686718761920929
0.7226875424385071,0.6690624952316284,0.7897894382476807,0.657031238079071
0.6871147155761719,0.6734374761581421,0.683786928653717,0.708984375
0.6592191457748413,0.6978124976158142,0.616428017616272,0.72265625
0.6493508815765381,0.7149999737739563,0.876761794090271,0.6382812261581421
0.6491007804870605,0.7018749713897705,0.602005124092102,0.7261718511581421
0.6413220763206482,0.7131249904632568,0.9747720956802368,0.62109375
0.6557714343070984,0.7056249976158142,0.643784761428833,0.715624988079071
0.6243293881416321,0.7281249761581421,0.7723251581192017,0.645312488079071
0.5957653522491455,0.7281249761581421,0.6010617613792419,0.7476562261581421
0.6156320571899414,0.7191222310066223,0.7240880131721497,0.7007812261581421
0.5976777076721191,0.7331249713897705,0.61137855052948,0.739062488079071
0.5844552516937256,0.7325000166893005,0.6693323850631714,0.720703125
0.607700765132904,0.731249988079071,0.6243864297866821,0.741015613079071
0.598688006401062,0.7378125190734863,0.4842832088470459,0.801562488079071
0.6022458672523499,0.7356250286102295,0.6121059060096741,0.737109363079071
0.5706966519355774,0.7434375286102295,0.6362562775611877,0.71875
0.5465748906135559,0.7599999904632568,0.6912239789962769,0.7144531011581421
0.5533103942871094,0.7568749785423279,0.5622221827507019,0.758593738079071
0.5607434511184692,0.7543749809265137,0.5997599363327026,0.748046875
0.5389198660850525,0.7649999856948853,0.5852543115615845,0.748828113079071
0.5336334705352783,0.7668750286102295,0.4749228358268738,0.7972656488418579
0.554816484451294,0.7637500166893005,0.44212913513183594,0.8199218511581421
0.5449869632720947,0.7637500166893005,0.6377381682395935,0.759765625
0.5247084498405457,0.7774999737739563,0.5528798699378967,0.7660156488418579
0.48607391119003296,0.7903125286102295,0.6556959748268127,0.734375
0.5252374410629272,0.7696874737739563,0.5992284417152405,0.7621093988418579
0.4996640086174011,0.7862499952316284,0.6593227386474609,0.746874988079071
0.5002287030220032,0.7881249785423279,0.43750086426734924,0.828125
0.4714955985546112,0.800000011920929,0.4408239722251892,0.811328113079071
0.5274030566215515,0.7715625166893005,0.41828808188438416,0.8359375
0.47328802943229675,0.7971875071525574,0.5028626918792725,0.818359375
0.49338608980178833,0.7987499833106995,0.500104546546936,0.798828125
0.4964853525161743,0.7871875166893005,0.4323909878730774,0.8257812261581421
0.484702467918396,0.7975000143051147,0.5359503626823425,0.786328136920929
0.4644332528114319,0.8021875023841858,0.46245718002319336,0.818359375
0.4581492245197296,0.8118749856948853,0.4893403649330139,0.7972656488418579
0.47282445430755615,0.8012499809265137,0.45284581184387207,0.817578136920929
0.4630134105682373,0.8100000023841858,0.4481743276119232,0.817187488079071
0.4601753354072571,0.8012499809265137,0.43614664673805237,0.813671886920929
